-5.8	0.144229107332
-5.6	0.208449290031
-5.4	0.228578219587
-5.2	0.231252761514
-5.0	0.33950218321
-4.8	0.505037964899
-4.6	0.643189840774
-4.4	0.704522321115
-4.2	0.766212205016
-4.0	0.904007685186
-3.8	1.19629470461
-3.6	1.52682952653
-3.4	1.82847672964
-3.2	2.12952948864
-3.0	2.53268330947
-2.8	3.16959631547
-2.6	3.97482152978
-2.4	4.82830238128
-2.2	5.71720510822
-2.0	6.68488353461
-1.8	7.81185148829
-1.6	9.34724745632
-1.4	10.6678140254
-1.2	11.8016919375
-1.0	12.8877536359
-0.8	13.8880460735
-0.6	14.8695798335
-0.4	15.6477610149
-0.2	16.1047220211
0.0	16.2351522288
0.2	16.1617795609
0.4	15.9695228065
0.6	15.6336325547
0.8	15.0417208308
1.0	14.1802387757
1.2	13.1858413148
1.4	12.1792370885
1.6	11.2296942962
1.8	10.2536379228
2.0	9.17015766354
2.2	8.15554489236
2.4	7.3128468304
2.6	6.6944927422
2.8	6.20778834744
3.0	5.76071149197
3.2	5.36128084529
3.4	5.12168803863
3.6	5.06946527417
3.8	5.12046712258
4.0	5.13805687272
4.2	5.0471203415
4.4	4.99094469139
4.6	5.01895598655
4.8	5.11057664848
5.0	5.1751094476
5.2	5.10125521743
5.4	4.9682688152
5.6	4.87083977351
5.8	4.8345504247
6.0	4.82308912377
6.2	4.65580442243
6.4	4.36744166552
6.6	4.04789070559
6.8	3.78246858891
7.0	3.51989725982
7.2	3.20090555039
7.4	2.77561546864
7.6	2.31900575075
7.8	1.96321934416
8.0	1.71693704563
8.2	1.51932474527
8.4	1.31116941663
8.6	1.05359067573
8.8	0.856403699066
9.0	0.761090531519
9.2	0.715234116986
9.4	0.643048655259
9.6	0.55446862572
9.8	0.485936829784
10.0	0.443458002082
10.2	0.420078484654
10.4	0.384587783664
10.6	0.336662249481
10.8	0.286550882983
11.0	0.250448708666
11.2	0.230463286929
11.4	0.207153994674
11.6	0.177576855368
11.8	0.145111920083
12.0	0.119536324224
12.2	0.0995528356666
12.4	0.0835854680364
12.6	0.0676343737848
12.8	0.0508085054327
